ID;sensor;Dato;eje1;eje2;tiempo;dato1;dato2;datoTime
3;2;a;x;y;t;463;23.1235;300.1235
3;2;a;x;y;t;465;23.1235;300.1235
3;2;a;x;y;t;467;23.1235;300.1235
3;2;a;x;y;t;469;23.1235;300.1235
3;2;a;x;y;t;471;23.1235;300.1235
3;2;a;x;y;t;473;23.1235;300.1235
3;2;a;x;y;t;475;23.1235;300.1235
3;2;a;x;y;t;477;23.1235;300.1235
3;2;a;x;y;t;479;23.1235;300.1235
3;2;a;x;y;t;481;23.1235;300.1235
3;2;a;x;y;t;483;23.1235;300.1235
3;2;a;x;y;t;485;23.1235;300.1235
3;2;a;x;y;t;487;23.1235;300.1235
3;2;a;x;y;t;489;23.1235;300.1235
3;2;a;x;y;t;491;23.1235;300.1235
3;2;a;x;y;t;493;23.1235;300.1235
3;2;a;x;y;t;495;23.1235;300.1235
3;2;a;x;y;t;497;23.1235;300.1235
3;2;a;x;y;t;499;23.1235;300.1235
3;2;a;x;y;t;501;23.1235;300.1235
3;2;a;x;y;t;503;23.1235;300.1235
3;2;a;x;y;t;505;23.1235;300.1235
3;2;a;x;y;t;507;23.1235;300.1235
3;2;a;x;y;t;509;23.1235;300.1235
3;2;a;x;y;t;511;23.1235;300.1235
3;2;a;x;y;t;513;23.1235;300.1235
3;2;a;x;y;t;515;23.1235;300.1235
3;2;a;x;y;t;517;23.1235;300.1235
3;2;a;x;y;t;519;23.1235;300.1235
3;2;a;x;y;t;521;23.1235;300.1235
3;2;a;x;y;t;523;23.1235;300.1235
3;2;a;x;y;t;525;23.1235;300.1235
3;2;a;x;y;t;527;23.1235;300.1235
3;2;a;x;y;t;529;23.1235;300.1235
3;2;a;x;y;t;531;23.1235;300.1235
3;2;a;x;y;t;533;23.1235;300.1235
3;2;a;x;y;t;535;23.1235;300.1235
3;2;a;x;y;t;537;23.1235;300.1235
3;2;a;x;y;t;539;23.1235;300.1235
3;2;a;x;y;t;541;23.1235;300.1235
3;2;a;x;y;t;543;23.1235;300.1235
3;2;a;x;y;t;545;23.1235;300.1235
3;2;a;x;y;t;547;23.1235;300.1235
3;2;a;x;y;t;549;23.1235;300.1235
3;2;a;x;y;t;551;23.1235;300.1235
3;2;a;x;y;t;553;23.1235;300.1235
3;2;a;x;y;t;555;23.1235;300.1235
3;2;a;x;y;t;557;23.1235;300.1235
3;2;a;x;y;t;559;23.1235;300.1235
3;2;a;x;y;t;561;23.1235;300.1235
3;2;a;x;y;t;563;23.1235;300.1235
3;2;a;x;y;t;565;23.1235;300.1235
3;2;a;x;y;t;567;23.1235;300.1235
3;2;a;x;y;t;569;23.1235;300.1235
3;2;a;x;y;t;571;23.1235;300.1235
3;2;a;x;y;t;573;23.1235;300.1235
3;2;a;x;y;t;575;23.1235;300.1235
3;2;a;x;y;t;577;23.1235;300.1235
3;2;a;x;y;t;579;23.1235;300.1235
3;2;a;x;y;t;581;23.1235;300.1235
3;2;a;x;y;t;583;23.1235;300.1235
3;2;a;x;y;t;585;23.1235;300.1235
3;2;a;x;y;t;587;23.1235;300.1235
3;2;a;x;y;t;589;23.1235;300.1235
3;2;a;x;y;t;591;23.1235;300.1235
3;2;a;x;y;t;593;23.1235;300.1235
3;2;a;x;y;t;595;23.1235;300.1235
3;2;a;x;y;t;597;23.1235;300.1235
3;2;a;x;y;t;599;23.1235;300.1235
3;2;a;x;y;t;601;23.1235;300.1235
3;2;a;x;y;t;603;23.1235;300.1235
3;2;a;x;y;t;605;23.1235;300.1235
3;2;a;x;y;t;607;23.1235;300.1235
3;2;a;x;y;t;609;23.1235;300.1235
3;2;a;x;y;t;611;23.1235;300.1235
3;2;a;x;y;t;613;23.1235;300.1235
3;2;a;x;y;t;615;23.1235;300.1235
3;2;a;x;y;t;617;23.1235;300.1235
3;2;a;x;y;t;619;23.1235;300.1235
3;2;a;x;y;t;621;23.1235;300.1235
3;2;a;x;y;t;623;23.1235;300.1235
3;2;a;x;y;t;625;23.1235;300.1235
3;2;a;x;y;t;627;23.1235;300.1235
3;2;a;x;y;t;629;23.1235;300.1235
3;2;a;x;y;t;631;23.1235;300.1235
3;2;a;x;y;t;633;23.1235;300.1235
3;2;a;x;y;t;635;23.1235;300.1235
3;2;a;x;y;t;637;23.1235;300.1235
3;2;a;x;y;t;639;23.1235;300.1235
3;2;a;x;y;t;641;23.1235;300.1235
3;2;a;x;y;t;643;23.1235;300.1235
3;2;a;x;y;t;645;23.1235;300.1235
3;2;a;x;y;t;647;23.1235;300.1235
3;2;a;x;y;t;649;23.1235;300.1235
3;2;a;x;y;t;651;23.1235;300.1235
3;2;a;x;y;t;653;23.1235;300.1235
3;2;a;x;y;t;655;23.1235;300.1235
3;2;a;x;y;t;657;23.1235;300.1235
3;2;a;x;y;t;659;23.1235;300.1235
3;2;a;x;y;t;661;23.1235;300.1235
3;2;a;x;y;t;663;23.1235;300.1235
3;2;a;x;y;t;665;23.1235;300.1235
3;2;a;x;y;t;667;23.1235;300.1235
3;2;a;x;y;t;669;23.1235;300.1235
3;2;a;x;y;t;671;23.1235;300.1235
3;2;a;x;y;t;673;23.1235;300.1235
3;2;a;x;y;t;675;23.1235;300.1235
3;2;a;x;y;t;677;23.1235;300.1235
3;2;a;x;y;t;679;23.1235;300.1235
3;2;a;x;y;t;681;23.1235;300.1235
3;2;a;x;y;t;683;23.1235;300.1235
3;2;a;x;y;t;685;23.1235;300.1235
3;2;a;x;y;t;687;23.1235;300.1235
3;2;a;x;y;t;689;23.1235;300.1235
3;2;a;x;y;t;691;23.1235;300.1235
3;2;a;x;y;t;693;23.1235;300.1235
3;2;a;x;y;t;695;23.1235;300.1235
3;2;a;x;y;t;697;23.1235;300.1235
3;2;a;x;y;t;699;23.1235;300.1235
3;2;a;x;y;t;701;23.1235;300.1235
3;2;a;x;y;t;703;23.1235;300.1235
3;2;a;x;y;t;705;23.1235;300.1235
3;2;a;x;y;t;707;23.1235;300.1235
3;2;a;x;y;t;709;23.1235;300.1235
3;2;a;x;y;t;711;23.1235;300.1235
3;2;a;x;y;t;713;23.1235;300.1235
3;2;a;x;y;t;715;23.1235;300.1235
3;2;a;x;y;t;717;23.1235;300.1235
3;2;a;x;y;t;719;23.1235;300.1235
3;2;a;x;y;t;721;23.1235;300.1235
3;2;a;x;y;t;723;23.1235;300.1235
3;2;a;x;y;t;725;23.1235;300.1235
3;2;a;x;y;t;727;23.1235;300.1235
3;2;a;x;y;t;729;23.1235;300.1235
3;2;a;x;y;t;731;23.1235;300.1235
3;2;a;x;y;t;733;23.1235;300.1235
3;2;a;x;y;t;735;23.1235;300.1235
3;2;a;x;y;t;737;23.1235;300.1235
3;2;a;x;y;t;739;23.1235;300.1235
3;2;a;x;y;t;741;23.1235;300.1235
3;2;a;x;y;t;743;23.1235;300.1235
3;2;a;x;y;t;745;23.1235;300.1235
3;2;a;x;y;t;747;23.1235;300.1235
3;2;a;x;y;t;749;23.1235;300.1235
3;2;a;x;y;t;751;23.1235;300.1235
3;2;a;x;y;t;753;23.1235;300.1235
3;2;a;x;y;t;755;23.1235;300.1235
3;2;a;x;y;t;757;23.1235;300.1235
3;2;a;x;y;t;759;23.1235;300.1235
3;2;a;x;y;t;761;23.1235;300.1235
3;2;a;x;y;t;763;23.1235;300.1235
3;2;a;x;y;t;765;23.1235;300.1235
3;2;a;x;y;t;767;23.1235;300.1235
3;2;a;x;y;t;769;23.1235;300.1235
3;2;a;x;y;t;771;23.1235;300.1235
3;2;a;x;y;t;773;23.1235;300.1235
3;2;a;x;y;t;775;23.1235;300.1235
3;2;a;x;y;t;777;23.1235;300.1235
3;2;a;x;y;t;779;23.1235;300.1235
3;2;a;x;y;t;781;23.1235;300.1235
3;2;a;x;y;t;783;23.1235;300.1235
3;2;a;x;y;t;785;23.1235;300.1235
3;2;a;x;y;t;787;23.1235;300.1235
3;2;a;x;y;t;789;23.1235;300.1235
3;2;a;x;y;t;791;23.1235;300.1235
3;2;a;x;y;t;793;23.1235;300.1235
3;2;a;x;y;t;795;23.1235;300.1235
3;2;a;x;y;t;797;23.1235;300.1235
3;2;a;x;y;t;799;23.1235;300.1235
3;2;a;x;y;t;801;23.1235;300.1235
3;2;a;x;y;t;803;23.1235;300.1235
3;2;a;x;y;t;805;23.1235;300.1235
3;2;a;x;y;t;807;23.1235;300.1235
3;2;a;x;y;t;809;23.1235;300.1235
3;2;a;x;y;t;811;23.1235;300.1235
3;2;a;x;y;t;813;23.1235;300.1235
3;2;a;x;y;t;815;23.1235;300.1235
3;2;a;x;y;t;817;23.1235;300.1235
3;2;a;x;y;t;819;23.1235;300.1235
3;2;a;x;y;t;821;23.1235;300.1235
3;2;a;x;y;t;823;23.1235;300.1235
3;2;a;x;y;t;825;23.1235;300.1235
3;2;a;x;y;t;827;23.1235;300.1235
3;2;a;x;y;t;829;23.1235;300.1235
3;2;a;x;y;t;831;23.1235;300.1235
3;2;a;x;y;t;833;23.1235;300.1235
3;2;a;x;y;t;835;23.1235;300.1235
3;2;a;x;y;t;837;23.1235;300.1235
3;2;a;x;y;t;839;23.1235;300.1235
3;2;a;x;y;t;841;23.1235;300.1235
3;2;a;x;y;t;843;23.1235;300.1235
3;2;a;x;y;t;845;23.1235;300.1235
3;2;a;x;y;t;847;23.1235;300.1235
3;2;a;x;y;t;849;23.1235;300.1235
3;2;a;x;y;t;851;23.1235;300.1235
3;2;a;x;y;t;853;23.1235;300.1235
3;2;a;x;y;t;855;23.1235;300.1235
3;2;a;x;y;t;857;23.1235;300.1235
3;2;a;x;y;t;859;23.1235;300.1235
3;2;a;x;y;t;861;23.1235;300.1235
3;2;a;x;y;t;863;23.1235;300.1235
3;2;a;x;y;t;865;23.1235;300.1235
3;2;a;x;y;t;867;23.1235;300.1235
3;2;a;x;y;t;869;23.1235;300.1235
3;2;a;x;y;t;871;23.1235;300.1235
3;2;a;x;y;t;873;23.1235;300.1235
3;2;a;x;y;t;875;23.1235;300.1235
3;2;a;x;y;t;877;23.1235;300.1235
3;2;a;x;y;t;879;23.1235;300.1235
3;2;a;x;y;t;881;23.1235;300.1235
3;2;a;x;y;t;883;23.1235;300.1235
3;2;a;x;y;t;885;23.1235;300.1235
3;2;a;x;y;t;887;23.1235;300.1235
3;2;a;x;y;t;889;23.1235;300.1235
3;2;a;x;y;t;891;23.1235;300.1235
3;2;a;x;y;t;893;23.1235;300.1235
3;2;a;x;y;t;895;23.1235;300.1235
3;2;a;x;y;t;897;23.1235;300.1235
3;2;a;x;y;t;899;23.1235;300.1235
3;2;a;x;y;t;901;23.1235;300.1235
3;2;a;x;y;t;903;23.1235;300.1235
3;2;a;x;y;t;905;23.1235;300.1235
3;2;a;x;y;t;907;23.1235;300.1235
3;2;a;x;y;t;909;23.1235;300.1235
3;2;a;x;y;t;911;23.1235;300.1235
3;2;a;x;y;t;913;23.1235;300.1235
3;2;a;x;y;t;915;23.1235;300.1235
3;2;a;x;y;t;917;23.1235;300.1235
3;2;a;x;y;t;919;23.1235;300.1235
3;2;a;x;y;t;921;23.1235;300.1235
3;2;a;x;y;t;923;23.1235;300.1235
3;2;a;x;y;t;925;23.1235;300.1235
3;2;a;x;y;t;927;23.1235;300.1235
3;2;a;x;y;t;929;23.1235;300.1235
3;2;a;x;y;t;931;23.1235;300.1235
3;2;a;x;y;t;933;23.1235;300.1235
3;2;a;x;y;t;935;23.1235;300.1235
3;2;a;x;y;t;937;23.1235;300.1235
3;2;a;x;y;t;939;23.1235;300.1235
3;2;a;x;y;t;941;23.1235;300.1235
3;2;a;x;y;t;943;23.1235;300.1235
3;2;a;x;y;t;945;23.1235;300.1235
3;2;a;x;y;t;947;23.1235;300.1235
3;2;a;x;y;t;949;23.1235;300.1235
3;2;a;x;y;t;951;23.1235;300.1235
3;2;a;x;y;t;953;23.1235;300.1235
3;2;a;x;y;t;955;23.1235;300.1235
3;2;a;x;y;t;957;23.1235;300.1235
3;2;a;x;y;t;959;23.1235;300.1235
3;2;a;x;y;t;961;23.1235;300.1235
3;2;a;x;y;t;963;23.1235;300.1235
3;2;a;x;y;t;965;23.1235;300.1235
3;2;a;x;y;t;967;23.1235;300.1235
3;2;a;x;y;t;969;23.1235;300.1235
3;2;a;x;y;t;971;23.1235;300.1235
3;2;a;x;y;t;973;23.1235;300.1235
3;2;a;x;y;t;975;23.1235;300.1235
3;2;a;x;y;t;977;23.1235;300.1235
3;2;a;x;y;t;979;23.1235;300.1235
3;2;a;x;y;t;981;23.1235;300.1235
3;2;a;x;y;t;983;23.1235;300.1235
3;2;a;x;y;t;985;23.1235;300.1235
3;2;a;x;y;t;987;23.1235;300.1235
3;2;a;x;y;t;989;23.1235;300.1235
3;2;a;x;y;t;991;23.1235;300.1235
3;2;a;x;y;t;993;23.1235;300.1235
3;2;a;x;y;t;995;23.1235;300.1235
3;2;a;x;y;t;997;23.1235;300.1235
3;2;a;x;y;t;999;23.1235;300.1235
3;2;a;x;y;t;1001;23.1235;300.1235
3;2;a;x;y;t;1003;23.1235;300.1235
3;2;a;x;y;t;1005;23.1235;300.1235
3;2;a;x;y;t;1007;23.1235;300.1235
3;2;a;x;y;t;1009;23.1235;300.1235
3;2;a;x;y;t;1011;23.1235;300.1235
3;2;a;x;y;t;1013;23.1235;300.1235
3;2;a;x;y;t;1015;23.1235;300.1235
3;2;a;x;y;t;1017;23.1235;300.1235
3;2;a;x;y;t;1019;23.1235;300.1235
3;2;a;x;y;t;1021;23.1235;300.1235
3;2;a;x;y;t;1023;23.1235;300.1235
3;2;a;x;y;t;1025;23.1235;300.1235
3;2;a;x;y;t;1027;23.1235;300.1235
3;2;a;x;y;t;1029;23.1235;300.1235
3;2;a;x;y;t;1031;23.1235;300.1235
3;2;a;x;y;t;1033;23.1235;300.1235
3;2;a;x;y;t;1035;23.1235;300.1235
3;2;a;x;y;t;1037;23.1235;300.1235
3;2;a;x;y;t;1039;23.1235;300.1235
3;2;a;x;y;t;1041;23.1235;300.1235
3;2;a;x;y;t;1043;23.1235;300.1235
3;2;a;x;y;t;1045;23.1235;300.1235
3;2;a;x;y;t;1047;23.1235;300.1235
3;2;a;x;y;t;1049;23.1235;300.1235
3;2;a;x;y;t;1051;23.1235;300.1235
3;2;a;x;y;t;1053;23.1235;300.1235
3;2;a;x;y;t;1055;23.1235;300.1235
3;2;a;x;y;t;1057;23.1235;300.1235
3;2;a;x;y;t;1059;23.1235;300.1235
3;2;a;x;y;t;1061;23.1235;300.1235
3;2;a;x;y;t;1063;23.1235;300.1235
3;2;a;x;y;t;1065;23.1235;300.1235
3;2;a;x;y;t;1067;23.1235;300.1235
3;2;a;x;y;t;1069;23.1235;300.1235
3;2;a;x;y;t;1071;23.1235;300.1235
3;2;a;x;y;t;1073;23.1235;300.1235
3;2;a;x;y;t;1075;23.1235;300.1235
3;2;a;x;y;t;1077;23.1235;300.1235
3;2;a;x;y;t;1079;23.1235;300.1235
3;2;a;x;y;t;1081;23.1235;300.1235
3;2;a;x;y;t;1083;23.1235;300.1235
3;2;a;x;y;t;1085;23.1235;300.1235
3;2;a;x;y;t;1087;23.1235;300.1235
3;2;a;x;y;t;1089;23.1235;300.1235
3;2;a;x;y;t;1091;23.1235;300.1235
3;2;a;x;y;t;1093;23.1235;300.1235
3;2;a;x;y;t;1095;23.1235;300.1235
3;2;a;x;y;t;1097;23.1235;300.1235
3;2;a;x;y;t;1099;23.1235;300.1235
3;2;a;x;y;t;1101;23.1235;300.1235
3;2;a;x;y;t;1103;23.1235;300.1235
3;2;a;x;y;t;1105;23.1235;300.1235
3;2;a;x;y;t;1107;23.1235;300.1235
3;2;a;x;y;t;1109;23.1235;300.1235
3;2;a;x;y;t;1111;23.1235;300.1235
3;2;a;x;y;t;1113;23.1235;300.1235
3;2;a;x;y;t;1115;23.1235;300.1235
3;2;a;x;y;t;1117;23.1235;300.1235
3;2;a;x;y;t;1119;23.1235;300.1235
3;2;a;x;y;t;1121;23.1235;300.1235
3;2;a;x;y;t;1123;23.1235;300.1235
3;2;a;x;y;t;1125;23.1235;300.1235
3;2;a;x;y;t;1127;23.1235;300.1235
3;2;a;x;y;t;1129;23.1235;300.1235
3;2;a;x;y;t;1131;23.1235;300.1235
3;2;a;x;y;t;1133;23.1235;300.1235
3;2;a;x;y;t;1135;23.1235;300.1235
3;2;a;x;y;t;1137;23.1235;300.1235
3;2;a;x;y;t;1139;23.1235;300.1235
3;2;a;x;y;t;1141;23.1235;300.1235
3;2;a;x;y;t;1143;23.1235;300.1235
3;2;a;x;y;t;1145;23.1235;300.1235
3;2;a;x;y;t;1147;23.1235;300.1235
3;2;a;x;y;t;1149;23.1235;300.1235
3;2;a;x;y;t;1151;23.1235;300.1235
3;2;a;x;y;t;1153;23.1235;300.1235
